timestamp,messages_count,bytes_received,msg_throughput,mb_throughput,avg_latency_ms,min_latency_ms,max_latency_ms,partition,offset,cpu_usage_percent,mem_usage_mb
2025-05-25T07:59:16+03:00,99491,101878784,99489.41,97.16,2963.98,2822,3090,0,5551961,102.57,2.41
2025-05-25T07:59:17+03:00,178873,183165952,89427.54,87.33,2994.76,2472,3568,0,5631343,87.37,3.32
2025-05-25T07:59:18+03:00,247556,253497344,82519.36,80.59,2875.86,2053,3568,0,5700026,74.16,0.83
2025-05-25T07:59:19+03:00,365673,374449152,91417.59,89.27,2562.45,998,3568,0,5818143,128.43,3.60
2025-05-25T07:59:20+03:00,439169,449709056,87834.02,85.78,2299.09,392,3568,0,5891639,86.62,1.25
2025-05-25T07:59:21+03:00,535174,548018176,89196.04,87.11,1931.02,0,3568,0,5987644,102.75,0.99
2025-05-25T07:59:22+03:00,589763,603917312,84252.43,82.28,1752.48,0,3568,0,6042233,71.35,0.87
2025-05-25T07:59:23+03:00,637759,653065216,79720.47,77.85,1621.10,0,3568,0,6090229,65.06,2.28
2025-05-25T07:59:24+03:00,691980,708587520,76886.92,75.08,1494.25,0,3568,0,6144450,71.48,1.72
2025-05-25T07:59:25+03:00,752186,770238464,75218.63,73.46,1374.83,0,3568,0,6204656,71.29,2.09
2025-05-25T07:59:26+03:00,804655,823966720,73150.80,71.44,1285.44,0,3568,0,6257125,71.41,2.58
2025-05-25T07:59:27+03:00,859301,879924224,71608.62,69.93,1203.84,0,3568,0,6311771,72.71,2.61
2025-05-25T07:59:28+03:00,905069,926790656,69613.35,67.98,1143.16,0,3568,0,6357539,64.06,1.18
2025-05-25T07:59:29+03:00,951980,974827520,67996.99,66.40,1087.15,0,3568,0,6404450,60.49,1.35
2025-05-25T07:59:30+03:00,1000636,1024651264,66709.26,65.15,1034.46,0,3568,0,6453106,65.03,3.70
2025-05-25T07:59:31+03:00,1051805,1077048320,65737.59,64.20,984.27,0,3568,0,6504275,69.75,2.80
2025-05-25T07:59:32+03:00,1103993,1130488832,64940.95,63.42,937.85,0,3568,0,6556463,71.88,3.08
2025-05-25T07:59:33+03:00,1152291,1179945984,64015.40,62.52,898.83,0,3568,0,6604761,71.18,1.60
2025-05-25T07:59:34+03:00,1209094,1238112256,63636.74,62.15,857.03,0,3568,0,6661564,70.31,1.05
2025-05-25T07:59:35+03:00,1259062,1289279488,62953.01,61.48,823.37,0,3568,0,6711532,71.31,1.85
2025-05-25T07:59:36+03:00,1301876,1333121024,61994.28,60.54,796.45,0,3568,0,6754346,59.74,3.38
2025-05-25T07:59:37+03:00,1351932,1384378368,61451.62,60.01,767.04,0,3568,0,6804402,72.91,1.17
2025-05-25T07:59:38+03:00,1401187,1434815488,60921.18,59.49,740.16,0,3568,0,6853657,74.51,1.11
2025-05-25T07:59:39+03:00,1448878,1483651072,60362.60,58.95,715.87,0,3568,0,6901348,71.76,2.25
2025-05-25T07:59:40+03:00,1502838,1538906112,60113.53,58.70,690.36,0,3568,0,6955308,80.96,1.44
2025-05-25T07:59:41+03:00,1554874,1592190976,59802.52,58.40,667.32,0,3568,0,7007344,73.92,1.66
2025-05-25T07:59:42+03:00,1604318,1642821632,59418.84,58.03,647.06,0,3568,0,7056788,70.82,1.88
2025-05-25T07:59:43+03:00,1652965,1692636160,59034.39,57.65,628.09,0,3568,0,7105435,73.44,0.93
2025-05-25T07:59:44+03:00,1700193,1740997632,58627.41,57.25,610.87,0,3568,0,7152663,66.70,1.67
2025-05-25T07:59:45+03:00,1752277,1794331648,58409.36,57.04,592.79,0,3568,0,7204747,68.91,1.68
2025-05-25T07:59:46+03:00,1802743,1846008832,58153.03,56.79,576.27,0,3568,0,7255213,72.58,3.08
2025-05-25T07:59:47+03:00,1854025,1898521600,57938.17,56.58,560.40,0,3568,0,7306495,72.94,2.14
2025-05-25T07:59:48+03:00,1903164,1948839936,57671.53,56.32,545.99,0,3568,0,7355634,72.40,1.89
2025-05-25T07:59:49+03:00,1958758,2005768192,57610.64,56.26,530.58,0,3568,0,7411228,69.85,3.24
2025-05-25T07:59:50+03:00,2014567,2062916608,57559.05,56.21,515.98,0,3568,0,7467037,69.50,1.69
2025-05-25T07:59:51+03:00,2065509,2115081216,57375.29,56.03,503.31,0,3568,0,7517979,74.22,0.62
2025-05-25T07:59:52+03:00,2114039,2164775936,57136.19,55.80,491.83,0,3568,0,7566509,70.37,3.01
2025-05-25T07:59:53+03:00,2162140,2214031360,56898.48,55.56,480.94,0,3568,0,7614610,70.42,1.71
2025-05-25T07:59:54+03:00,2214280,2267422720,56776.42,55.45,469.68,0,3568,0,7666750,72.30,1.93
2025-05-25T07:59:55+03:00,2261923,2316209152,56548.05,55.22,459.87,0,3568,0,7714393,72.62,3.04
2025-05-25T07:59:56+03:00,2309607,2365037568,56331.92,55.01,450.43,0,3568,0,7762077,71.04,0.91
2025-05-25T07:59:57+03:00,2359148,2415767552,56170.24,54.85,441.42,0,3568,0,7811618,67.38,1.10
2025-05-25T07:59:58+03:00,2408657,2466464768,56015.33,54.70,432.44,0,3568,0,7861127,70.88,1.30
2025-05-25T07:59:59+03:00,2456517,2515473408,55829.91,54.52,424.07,0,3568,0,7908987,74.70,2.66
2025-05-25T08:00:00+03:00,2503653,2563740672,55636.71,54.33,416.13,0,3568,0,7956123,72.94,3.07
2025-05-25T08:00:01+03:00,2550737,2611954688,55450.84,54.15,408.53,0,3568,0,8003207,66.37,3.67
2025-05-25T08:00:02+03:00,2600376,2662785024,55327.16,54.03,400.79,0,3568,0,8052846,74.62,0.94
2025-05-25T08:00:03+03:00,2647989,2711540736,55165.49,53.87,393.62,0,3568,0,8100459,73.56,2.27
2025-05-25T08:00:04+03:00,2696584,2761302016,55032.37,53.74,386.58,0,3568,0,8149054,70.80,1.56
2025-05-25T08:00:05+03:00,2744650,2810521600,54893.02,53.61,379.85,0,3568,0,8197120,71.05,3.37
