timestamp,messages_count,bytes_received,msg_throughput,mb_throughput,avg_latency_ms,min_latency_ms,max_latency_ms,partition,offset,cpu_usage_percent,mem_usage_mb
2025-05-22T01:11:31+03:00,741309,759100416,35300.36,34.47,1905.06,192,4548,0,6233471,47.05,3.45
2025-05-22T01:11:32+03:00,760614,778868736,34573.40,33.76,1973.90,192,4763,0,6252776,40.36,1.69
2025-05-22T01:11:33+03:00,782045,800814080,34001.61,33.20,2048.84,192,4788,0,6274207,46.19,2.35
2025-05-22T01:11:34+03:00,800598,819812352,33358.08,32.58,2114.19,192,4990,0,6292760,41.72,2.81
2025-05-22T01:11:35+03:00,817378,836995072,32695.08,31.93,2175.89,192,5200,0,6309540,42.08,1.00
2025-05-22T01:11:36+03:00,832987,852978688,32037.77,31.29,2232.62,192,5401,0,6325149,35.77,1.08
2025-05-22T01:11:37+03:00,849815,870210560,31474.56,30.74,2297.06,192,5605,0,6341977,40.77,2.65
2025-05-22T01:11:38+03:00,866721,887522304,30954.30,30.23,2362.27,192,5746,0,6358883,41.79,1.08
2025-05-22T01:11:39+03:00,881746,902907904,30405.02,29.69,2422.14,192,6021,0,6373908,38.88,3.63
2025-05-22T01:11:40+03:00,897445,918983680,29914.85,29.21,2487.09,192,6198,0,6389607,39.98,0.58
2025-05-22T01:11:41+03:00,913771,935701504,29476.28,28.79,2552.80,192,6198,0,6405933,38.18,1.58
2025-05-22T01:11:42+03:00,928354,950634496,29010.99,28.33,2611.44,192,6417,0,6420516,37.92,3.61
2025-05-22T01:11:43+03:00,942601,965223424,28563.57,27.89,2668.64,192,6459,0,6434763,39.10,2.04
2025-05-22T01:11:44+03:00,953988,976883712,28058.36,27.40,2714.98,192,6750,0,6446150,32.64,3.41
2025-05-22T01:11:45+03:00,967867,991095808,27653.17,27.01,2774.35,192,6937,0,6460029,36.00,1.28
2025-05-22T01:11:46+03:00,982642,1006225408,27295.58,26.66,2837.04,192,6970,0,6474804,40.72,3.61
2025-05-22T01:11:47+03:00,995701,1019597824,26910.76,26.28,2892.56,192,7140,0,6487863,37.24,0.55
2025-05-22T01:11:48+03:00,1007995,1032186880,26526.19,25.90,2945.47,192,7358,0,6500157,35.54,3.08
2025-05-22T01:11:49+03:00,1019441,1043907584,26139.33,25.53,2997.10,192,7656,0,6511603,34.45,1.28
2025-05-22T01:11:50+03:00,1031960,1056727040,25798.96,25.19,3053.95,192,7745,0,6524122,35.75,0.77
2025-05-22T01:11:51+03:00,1044881,1069958144,25484.89,24.89,3112.69,192,7863,0,6537043,36.93,0.81
2025-05-22T01:11:52+03:00,1057198,1082570752,25171.38,24.58,3167.21,192,7887,0,6549360,34.52,3.27
2025-05-22T01:11:53+03:00,1067740,1093365760,24831.14,24.25,3214.12,192,8010,0,6559902,29.95,3.55
2025-05-22T01:11:54+03:00,1080562,1106495488,24558.21,23.98,3271.71,192,8144,0,6572724,38.91,3.41
2025-05-22T01:11:55+03:00,1092280,1118494720,24272.89,23.70,3324.62,192,8245,0,6584442,39.72,1.84
2025-05-22T01:11:56+03:00,1102787,1129253888,23973.61,23.41,3372.58,192,8431,0,6594949,37.35,2.07
2025-05-22T01:11:57+03:00,1112151,1138842624,23662.77,23.11,3415.89,192,8583,0,6604313,38.45,0.91
2025-05-22T01:11:58+03:00,1120818,1147717632,23350.31,22.80,3456.79,192,8892,0,6612980,35.81,2.09
2025-05-22T01:11:59+03:00,1131474,1158629376,23091.26,22.55,3508.72,192,9055,0,6623636,40.23,2.50
2025-05-22T01:12:00+03:00,1137255,1164549120,22745.07,22.21,3537.91,192,9571,0,6629417,27.65,3.31
2025-05-22T01:12:01+03:00,1143676,1171124224,22424.91,21.90,3573.18,192,10075,0,6635838,30.69,1.66
2025-05-22T01:12:02+03:00,1149458,1177044992,22104.94,21.59,3607.19,192,10660,0,6641620,29.85,2.48
2025-05-22T01:12:03+03:00,1155922,1183664128,21809.83,21.30,3648.00,192,11089,0,6648084,35.10,0.93
2025-05-22T01:12:04+03:00,1164406,1192351744,21562.96,21.06,3702.66,192,11347,0,6656568,38.79,1.89
2025-05-22T01:12:05+03:00,1170905,1199006720,21289.18,20.79,3746.02,192,11763,0,6663067,35.66,3.62
2025-05-22T01:12:06+03:00,1177439,1205697536,21025.69,20.53,3791.84,192,12257,0,6669601,37.26,2.17
2025-05-22T01:12:07+03:00,1182809,1211196416,20750.98,20.26,3831.47,192,12778,0,6674971,35.36,2.49
2025-05-22T01:12:08+03:00,1188661,1217188864,20494.12,20.01,3876.83,192,13271,0,6680823,35.61,3.39
2025-05-22T01:12:09+03:00,1193963,1222618112,20236.51,19.76,3919.73,192,13861,0,6686125,36.63,3.65
2025-05-22T01:12:10+03:00,1198144,1226899456,19968.38,19.50,3955.52,192,14465,0,6690306,50.17,2.43
