timestamp,messages_count,bytes_received,msg_throughput,mb_throughput,avg_latency_ms,min_latency_ms,max_latency_ms,partition,offset,cpu_usage_percent,mem_usage_mb
2025-05-22T01:28:22+03:00,0,0,0.00,0.00,0.00,0,0,0,0,0.49,0.46
2025-05-22T01:28:23+03:00,0,0,0.00,0.00,0.00,0,0,0,0,0.16,0.47
2025-05-22T01:28:24+03:00,0,0,0.00,0.00,0.00,0,0,0,0,0.12,0.47
2025-05-22T01:28:25+03:00,104598,107108352,26149.97,25.54,6672.41,6440,6880,0,6897152,127.75,3.79
2025-05-22T01:28:26+03:00,201121,205947904,40224.23,39.28,6377.32,5241,6887,0,6993675,107.97,3.01
2025-05-22T01:28:27+03:00,280626,287361024,46768.90,45.67,5939.69,4092,6887,0,7073180,95.05,2.41
2025-05-22T01:28:28+03:00,303108,310382592,43301.45,42.29,5832.27,4092,6887,0,7095662,38.11,1.40
2025-05-22T01:28:29+03:00,318970,326625280,39871.22,38.94,5782.59,4092,6887,0,7111524,33.13,1.87
2025-05-22T01:28:30+03:00,338681,346809344,37631.32,36.75,5738.90,4092,6887,0,7131235,39.76,0.62
2025-05-22T01:28:31+03:00,363120,371834880,36312.08,35.46,5671.01,4092,6887,0,7155674,46.97,2.01
2025-05-22T01:28:32+03:00,385690,394946560,35062.27,34.24,5619.51,4092,6887,0,7178244,44.17,0.99
2025-05-22T01:28:33+03:00,412654,422557696,34387.79,33.58,5553.67,4092,6887,0,7205208,48.43,2.38
2025-05-22T01:28:34+03:00,436158,446625792,33550.71,32.76,5482.37,4092,6887,0,7228712,41.95,2.55
2025-05-22T01:28:35+03:00,455587,466521088,32541.67,31.78,5428.99,4092,6887,0,7248141,41.27,0.97
2025-05-22T01:28:36+03:00,478531,490015744,31902.07,31.15,5375.28,4092,6887,0,7271085,46.55,3.75
2025-05-22T01:28:37+03:00,502343,514399232,31396.53,30.66,5326.88,4092,6887,0,7294897,46.16,1.12
2025-05-22T01:28:38+03:00,519037,531493888,30531.54,29.82,5303.89,4092,6887,0,7311591,37.51,2.73
2025-05-22T01:28:39+03:00,539095,552033280,29949.46,29.25,5283.93,4092,6887,0,7331649,42.53,1.88
2025-05-22T01:28:40+03:00,556554,569911296,29292.24,28.61,5271.81,4092,6887,0,7349108,43.84,1.08
2025-05-22T01:28:41+03:00,571706,585426944,28585.21,27.92,5267.85,4092,6887,0,7364260,41.87,0.70
2025-05-22T01:28:42+03:00,589228,603369472,28058.45,27.40,5272.18,4092,6887,0,7381782,46.21,3.28
2025-05-22T01:28:43+03:00,605353,619881472,27515.99,26.87,5283.11,4092,6887,0,7397907,46.78,0.82
2025-05-22T01:28:44+03:00,617884,632713216,26864.55,26.23,5295.63,4092,6887,0,7410438,40.76,3.61
2025-05-22T01:28:45+03:00,630411,645540864,26267.01,25.65,5314.56,4092,6887,0,7422965,40.73,3.11
2025-05-22T01:28:46+03:00,641419,656813056,25656.73,25.06,5338.65,4092,6887,0,7433973,36.75,0.71
2025-05-22T01:28:47+03:00,652018,667666432,25077.66,24.49,5366.53,4092,7233,0,7444572,39.64,1.12
2025-05-22T01:28:48+03:00,664241,680182784,24601.55,24.02,5403.58,4092,7496,0,7456795,40.69,3.55
2025-05-22T01:28:49+03:00,674395,690580480,24085.53,23.52,5437.30,4092,7842,0,7466949,41.38,3.38
2025-05-22T01:28:50+03:00,685253,701699072,23629.41,23.08,5478.21,4092,8226,0,7477807,41.96,0.88
2025-05-22T01:28:51+03:00,695877,712578048,23195.89,22.65,5523.33,4092,8603,0,7488431,42.29,1.24
2025-05-22T01:28:52+03:00,705663,722598912,22763.23,22.23,5568.56,4092,8981,0,7498217,41.88,0.56
2025-05-22T01:28:53+03:00,713215,730332160,22287.98,21.77,5606.76,4092,9380,0,7505769,37.84,3.66
2025-05-22T01:28:54+03:00,720357,737645568,21828.78,21.32,5646.57,4092,9809,0,7512911,36.85,2.91
2025-05-22T01:28:55+03:00,729042,746539008,21442.37,20.94,5697.96,4092,10137,0,7521596,39.91,0.90
2025-05-22T01:28:56+03:00,734942,752580608,20998.20,20.51,5735.45,4092,10522,0,7527496,29.91,1.92
2025-05-22T01:28:57+03:00,742898,760727552,20635.94,20.15,5788.69,4092,10875,0,7535452,39.50,2.25
2025-05-22T01:28:58+03:00,749219,767200256,20249.11,19.77,5833.31,4092,11246,0,7541773,38.18,0.56
2025-05-22T01:28:59+03:00,756797,774960128,19915.34,19.45,5889.22,4092,11616,0,7549351,40.03,3.65
