timestamp,messages_count,bytes_received,msg_throughput,mb_throughput,avg_latency_ms,min_latency_ms,max_latency_ms,partition,offset,cpu_usage_percent,mem_usage_mb
2025-05-22T01:24:49+03:00,0,0,0.00,0.00,0.00,0,0,0,0,0.39,0.47
2025-05-22T01:24:50+03:00,0,0,0.00,0.00,0.00,0,0,0,0,0.16,0.47
2025-05-22T01:24:51+03:00,0,0,0.00,0.00,0.00,0,0,0,0,0.13,0.48
2025-05-22T01:24:52+03:00,88125,90240000,22030.24,21.51,773697.05,768117,777941,0,6751342,82.55,2.38
2025-05-22T01:24:53+03:00,129337,132441088,25862.12,25.26,771123.09,761484,777941,0,6792554,32.18,1.50
2025-05-22T01:24:54+03:00,129337,132441088,21553.15,21.05,771123.09,761484,777941,0,6792554,0.20,1.51
2025-05-22T01:24:55+03:00,129337,132441088,18474.45,18.04,771123.09,761484,777941,0,6792554,0.14,1.52
2025-05-22T01:24:56+03:00,129337,132441088,16165.07,15.79,771123.09,761484,777941,0,6792554,0.10,1.52
2025-05-22T01:24:57+03:00,129337,132441088,14370.28,14.03,771123.09,761484,777941,0,6792554,0.16,1.53
2025-05-22T01:24:58+03:00,129337,132441088,12933.43,12.63,771123.09,761484,777941,0,6792554,0.13,1.53
2025-05-22T01:24:59+03:00,129337,132441088,12550.56,12.26,771123.09,761484,777941,0,6792554,0.51,1.54
